# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_57	cds	126741	127010	+	OAKKFK_02510		Small ribosomal subunit protein uS15	SO:0001217, UniRef:UniRef50_K9QS23
contig_57	cds	127379	129475	+	OAKKFK_02511		Polyribonucleotide nucleotidyltransferase	SO:0001217, UniRef:UniRef50_A0A1L8PCJ3
contig_57	cds	129711	131384	+	OAKKFK_02512		Ribonuclease J 2	SO:0001217, UniRef:UniRef50_Q2FZ19
contig_57	cds	131641	134007	+	OAKKFK_02513		hypothetical protein	PFAM:PF01580.24, PFAM:PF09397.16, PFAM:PF17854.6
contig_57	cds	134012	134725	+	OAKKFK_02514		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FZ17
contig_57	cds	134756	136021	+	OAKKFK_02515		Peptidase M16 C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FZ16
contig_57	cds	136021	137307	+	OAKKFK_02516		Putative processing protease	SO:0001217, UniRef:UniRef50_A0A7U7PY37
contig_57	cds	137307	138011	+	OAKKFK_02517		Short chain dehydrogenase/reductase family oxidoreductase	SO:0001217, UniRef:UniRef50_A0A380G8X7
contig_57	cds	138116	138943	+	OAKKFK_02518		ACT domain-containing protein	SO:0001217, UniRef:UniRef50_Q49X69
contig_57	cds	138962	139354	+	OAKKFK_02519		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FZ12
contig_57	cds	139388	139966	+	OAKKFK_02520		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	SO:0001217, UniRef:UniRef50_A0A078M4K1
contig_57	cds	140190	141341	+	OAKKFK_02521		Putative competence-damage inducible protein	SO:0001217, UniRef:UniRef50_A0A380G809
contig_57	cds	141506	142549	+	OAKKFK_02522	recA	Protein RecA	SO:0001217, UniRef:UniRef50_P43705
contig_57	cds	142903	144462	+	OAKKFK_02523		Ribonuclease Y	SO:0001217, UniRef:UniRef50_O31774
contig_57	ncRNA	144475	144565	+	OAKKFK_02524	sau-27	Staphylococcus sRNA sau-27	RFAM:RF02387, SO:0000655
contig_57	cds	144759	144974	-	OAKKFK_02525		Phage protein	SO:0001217, UniRef:UniRef50_K9B6Q1
contig_57	cds	145148	145945	+	OAKKFK_02526		2',3'-cyclic-nucleotide 2'-phosphodiesterase	SO:0001217, UniRef:UniRef50_O31775
contig_57	cds	146085	147845	+	OAKKFK_02527		2-oxoglutarate ferredoxin oxidoreductase subunit alpha	SO:0001217, UniRef:UniRef50_A0A840PSQ9
contig_57	cds	147846	148712	+	OAKKFK_02528		2-oxoglutarate ferredoxin oxidoreductase subunit beta	SO:0001217, UniRef:UniRef50_A0A239ZH51
contig_57	cds	148806	149099	+	OAKKFK_02529		Thiamine-binding protein domain-containing protein	SO:0001217, UniRef:UniRef50_Q49X83
contig_57	cds	149233	150777	+	OAKKFK_02530		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	SO:0001217, UniRef:UniRef50_O31778
contig_57	cds	150778	151143	+	OAKKFK_02531	ylbF	YlbF family regulator	SO:0001217, UniRef:UniRef50_Q49X86
contig_57	cds	151170	151661	+	OAKKFK_02532	thiW	Energy coupling factor transporter S component ThiW	SO:0001217, UniRef:UniRef50_Q2FZ00
contig_57	cds	151964	154582	+	OAKKFK_02533	mutS	DNA mismatch repair protein MutS	SO:0001217, UniRef:UniRef50_Q2FYZ9
contig_57	cds	154595	156604	+	OAKKFK_02534	mutL	DNA mismatch repair protein MutL	SO:0001217, UniRef:UniRef50_Q93T05
contig_57	cds	156619	157152	+	OAKKFK_02535		Glycerol uptake operon antiterminator regulatory protein	SO:0001217, UniRef:UniRef50_Q2FYZ7
contig_57	cds	157627	158445	+	OAKKFK_02536		Glycerol uptake facilitator protein	SO:0001217, UniRef:UniRef50_Q8E3Q9
contig_57	cds	158574	160070	+	OAKKFK_02537		Glycerol kinase	SO:0001217, UniRef:UniRef50_Q3AB25
contig_57	cds	160228	161901	+	OAKKFK_02538		Aerobic glycerol-3-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_Q6GHD4
contig_57	cds	162048	162965	+	OAKKFK_02539		Hydrolase, alpha/beta fold family domain protein	SO:0001217, UniRef:UniRef50_Q2FYZ3
contig_57	cds	162983	163918	+	OAKKFK_02540		tRNA dimethylallyltransferase	SO:0001217, UniRef:UniRef50_Q5HPN8
contig_57	cds	163933	164166	+	OAKKFK_02541		RNA-binding protein Hfq	SO:0001217, UniRef:UniRef50_A0A640MVL3
contig_57	cds	164388	164864	-	OAKKFK_02542		Glutathione peroxidase	SO:0001217, UniRef:UniRef50_B9EBJ2
contig_57	cds	164976	166214	+	OAKKFK_02543	hflX	GTPase HflX	SO:0001217, UniRef:UniRef50_B9DPA4
contig_57	cds	166233	167471	+	OAKKFK_02544		Cystathionine beta-lyase family protein involved in aluminum resistance	SO:0001217, UniRef:UniRef50_A0A265E9N5
contig_57	cds	167714	168082	+	OAKKFK_02545		HTH merR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FYY7
contig_57	cds	168101	169441	+	OAKKFK_02546		Glutamine synthetase	SO:0001217, UniRef:UniRef50_P19064
contig_57	cds	170715	170843	+	OAKKFK_02547		hypothetical protein	
contig_57	cds	170830	171042	+	OAKKFK_02548		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3E0IKC6
contig_57	cds	171336	171542	+	OAKKFK_02549		DNA-binding protein	SO:0001217, UniRef:UniRef50_Q2FYY3
contig_57	cds	172776	172961	+	OAKKFK_02550		DNA-binding protein	SO:0001217, UniRef:UniRef50_Q2FYY1
contig_57	cds	173472	173576	+	OAKKFK_02551		hypothetical protein	
contig_57	cds	173704	173955	+	OAKKFK_02552		Phage protein	SO:0001217, UniRef:UniRef50_Q2FYX8
contig_57	cds	174001	174237	+	OAKKFK_02553		hypothetical protein	
contig_57	cds	174319	174612	+	OAKKFK_02554		hypothetical protein	
contig_57	cds	174678	174872	+	OAKKFK_02555		hypothetical protein	
contig_57	cds	175416	176441	-	OAKKFK_02556		Aromatic amino acid beta-eliminating lyase/threonine aldolase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FYW6
contig_57	cds	176711	176908	+	OAKKFK_02557		Phage protein	SO:0001217, UniRef:UniRef50_G5JMD9
contig_57	cds	176929	178446	+	OAKKFK_02558		Cardiolipin synthase 1	SO:0001217, UniRef:UniRef50_Q8CPD8
contig_57	cds	178630	179529	+	OAKKFK_02559		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0D6HPC7
contig_57	cds	179498	180229	+	OAKKFK_02560		ABC transmembrane type-2 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FYW2
contig_57	cds	180233	181324	+	OAKKFK_02561		histidine kinase	SO:0001217, UniRef:UniRef50_A0A4U9TN42
contig_57	cds	181321	181923	+	OAKKFK_02562		Response regulator transcription factor	SO:0001217, UniRef:UniRef50_Q2FYW0
contig_57	cds	182036	182224	-	OAKKFK_02563		hypothetical protein	
contig_57	cds	182363	182896	+	OAKKFK_02564		Thermonuclease	SO:0001217, UniRef:UniRef50_P43270
contig_57	cds	183041	183895	-	OAKKFK_02565		NERD domain-containing protein	SO:0001217, UniRef:UniRef50_G5JGH5
contig_57	cds	184217	184801	+	OAKKFK_02566		Abortive infection protein	SO:0001217, UniRef:UniRef50_A0A1S1GQT7
contig_57	cds	184855	186237	-	OAKKFK_02567		Aspartokinase	SO:0001217, UniRef:UniRef50_A0A6V7RA03
contig_57	cds	186428	187708	+	OAKKFK_02568		Homoserine dehydrogenase	SO:0001217, UniRef:UniRef50_B9DP89
contig_57	cds	187714	188775	+	OAKKFK_02569		Threonine synthase	SO:0001217, UniRef:UniRef50_Q9K7E3
contig_57	cds	188777	189691	+	OAKKFK_02570		Homoserine kinase	SO:0001217, UniRef:UniRef50_Q2FYV2
contig_57	cds	189749	190552	+	OAKKFK_02571		Cof-type HAD-IIB family hydrolase	SO:0001217, UniRef:UniRef50_Q2FYV1
contig_57	cds	190845	191159	-	OAKKFK_02572		Phage protein	SO:0001217, UniRef:UniRef50_B9DP93
contig_57	cds	191377	192831	-	OAKKFK_02573		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FYU8
contig_57	cds	193035	194552	+	OAKKFK_02574		Catalase A	SO:0001217, UniRef:UniRef50_O52762
contig_57	cds	194643	194792	+	OAKKFK_02575		Large ribosomal subunit protein bL33A	SO:0001217, UniRef:UniRef50_Q818J0
contig_57	cds	195246	195515	+	OAKKFK_02576		Small ribosomal subunit protein uS14	SO:0001217, UniRef:UniRef50_Q2S3Q1
contig_57	cds	195672	196649	+	OAKKFK_02577		GMP reductase	SO:0001217, UniRef:UniRef50_T2S791
contig_57	cds	196824	197687	+	OAKKFK_02578		SCP domain-containing protein	SO:0001217, UniRef:UniRef50_G5JLY8
contig_57	cds	198067	198690	-	OAKKFK_02579	lexA	LexA repressor	SO:0001217, UniRef:UniRef50_Q03B55
contig_57	cds	198830	199066	+	OAKKFK_02580		Secreted protein	SO:0001217, UniRef:UniRef50_A0A6K8S2R2
contig_57	cds	199203	199442	+	OAKKFK_02581		UPF0291 protein SA1176	SO:0001217, UniRef:UniRef50_P60076
contig_57	cds	199563	201551	+	OAKKFK_02582		Transketolase	SO:0001217, UniRef:UniRef50_A0A5C5EC19
contig_57	cds	201784	202071	+	OAKKFK_02583		UPF0154 protein lmo1306	SO:0001217, UniRef:UniRef50_P67288
contig_57	cds	202250	202717	+	OAKKFK_02584	ccdC	Cytochrome c biogenesis protein CcdC	SO:0001217, UniRef:UniRef50_A0A090J0Y4
contig_57	cds	202841	203962	+	OAKKFK_02585		Nuclease SbcCD subunit D	SO:0001217, UniRef:UniRef50_Q2FYT4
contig_57	cds	203966	206995	+	OAKKFK_02586		Nuclease SbcCD subunit C	SO:0001217, UniRef:UniRef50_Q2FYT3
contig_57	cds	207066	207428	-	OAKKFK_02587		Large-conductance mechanosensitive channel	SO:0001217, UniRef:UniRef50_P68805
contig_57	cds	207632	209278	+	OAKKFK_02588		Glycine betaine transporter	SO:0001217, UniRef:UniRef50_A0A1D4R1U3
contig_57	ncRNA	209553	209804	-	OAKKFK_02589	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_57	cds	210225	212930	+	OAKKFK_02590		Aconitate hydratase	SO:0001217, UniRef:UniRef50_A0A2R8A0V8
contig_57	cds	213110	213577	+	OAKKFK_02591		Thioesterase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FYS8
contig_57	cds	213784	214080	-	OAKKFK_02592		Uncharacterized protein SAOUHSC_01349	SO:0001217, UniRef:UniRef50_Q2FYS7
contig_57	ncRNA	214073	214321	+	OAKKFK_02593	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_57	cds	214456	215064	-	OAKKFK_02594		Glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_Q2FYS6
contig_57	cds	215270	217261	+	OAKKFK_02595		DNA topoisomerase 4 subunit B	SO:0001217, UniRef:UniRef50_R5Y6Z8
contig_57	cds	217261	219663	+	OAKKFK_02596		DNA topoisomerase 4 subunit A	SO:0001217, UniRef:UniRef50_P72525
contig_57	cds	219913	221373	+	OAKKFK_02597	alsT	Amino-acid carrier protein AlsT	SO:0001217, UniRef:UniRef50_A0A078M5B3
contig_57	cds	221873	222724	+	OAKKFK_02598		GlcA/glcB genes antiterminator	SO:0001217, UniRef:UniRef50_O33618
contig_57	cds	222919	224067	+	OAKKFK_02599		AI-2E family transporter	SO:0001217, UniRef:UniRef50_S2XJ07
contig_57	cds	224548	227070	+	OAKKFK_02600		Phosphatidylglycerol lysyltransferase	SO:0001217, UniRef:UniRef50_Q2G2M2
contig_57	cds	227273	227782	-	OAKKFK_02601	msrA	Peptide methionine sulfoxide reductase MsrA 1	SO:0001217, UniRef:UniRef50_P0A084
contig_57	cds	227919	228902	+	OAKKFK_02602	msrR	Regulatory protein MsrR	SO:0001217, UniRef:UniRef50_Q7BHL7
contig_57	cds	228990	229178	-	OAKKFK_02603		Tautomerase	SO:0001217, UniRef:UniRef50_A0A398BBI3
contig_57	cds	229323	230585	+	OAKKFK_02604	umuC	UmuC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C4EVA3
contig_57	cds	230722	231813	-	OAKKFK_02605		Prephenate dehydrogenase	SO:0001217, UniRef:UniRef50_Q2FYS1
contig_57	cds	231978	232256	+	OAKKFK_02606		hypothetical protein	
contig_57	cds	232237	233010	+	OAKKFK_02607		hypothetical protein	
contig_57	cds	233502	234908	+	OAKKFK_02608		Anthranilate synthase component 1	SO:0001217, UniRef:UniRef50_A0A6N3A4A0
contig_57	cds	234905	235471	+	OAKKFK_02609		Anthranilate synthase component II	SO:0001217, UniRef:UniRef50_B9DP49
contig_57	cds	235477	236475	+	OAKKFK_02610		Anthranilate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q2FYR7
contig_57	cds	236477	237259	+	OAKKFK_02611		Indole-3-glycerol phosphate synthase	SO:0001217, UniRef:UniRef50_Q2FYR6
contig_57	cds	237256	237891	+	OAKKFK_02612		N-(5'-phosphoribosyl)anthranilate isomerase	SO:0001217, UniRef:UniRef50_Q2FYR5
contig_57	cds	237884	239098	+	OAKKFK_02613		Tryptophan synthase beta chain	SO:0001217, UniRef:UniRef50_Q9X4E5
contig_57	cds	239091	239819	+	OAKKFK_02614		Tryptophan synthase alpha chain	SO:0001217, UniRef:UniRef50_Q2FYR3
contig_57	cds	240141	241403	+	OAKKFK_02615	femA	glycine glycyltransferase FemA	BlastRules:WP_000673309, EC:2.3.2.17, SO:0001217, UniRef:UniRef50_Q2FYR2
contig_57	cds	241422	242681	+	OAKKFK_02616	femB	glycine glycyltransferase FemB	BlastRules:WP_000673098, EC:2.3.2.18, SO:0001217, UniRef:UniRef50_Q2FYR1
contig_57	cds	242970	243716	+	OAKKFK_02617	vanZ	VanZ family protein	SO:0001217, UniRef:UniRef50_A0A0H3K2Z0
contig_57	cds	243946	244713	+	OAKKFK_02618		Hydrolase	SO:0001217, UniRef:UniRef50_Q2FYR0
contig_57	cds	244761	245234	-	OAKKFK_02619		SWIM-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FYQ9
contig_57	cds	245358	246059	-	OAKKFK_02620	nikE	Nickel import system ATP-binding protein NikE	SO:0001217, UniRef:UniRef50_Q2FYQ8
contig_57	cds	246052	246828	-	OAKKFK_02621	nikD	Nickel import system ATP-binding protein NikD	SO:0001217, UniRef:UniRef50_Q2FYQ7
contig_57	cds	246812	247642	-	OAKKFK_02622	nikC	Nickel import system permease protein NikC	SO:0001217, UniRef:UniRef50_Q2FYQ6
contig_57	cds	247635	248621	-	OAKKFK_02623	nikB	Nickel import system permease protein NikB	SO:0001217, UniRef:UniRef50_Q2FYQ5
contig_57	cds	248925	249269	-	OAKKFK_02624		Permease	SO:0001217, UniRef:UniRef50_A0A1X0TX33
contig_57	cds	249474	251288	+	OAKKFK_02625		Oligopeptidase F	SO:0001217, UniRef:UniRef50_A0A7X9ZKX9
contig_57	cds	251428	252069	-	OAKKFK_02626	phoU	Phosphate-specific transport system accessory protein PhoU	SO:0001217, UniRef:UniRef50_A0A4R6BXI3
contig_57	cds	252076	252927	-	OAKKFK_02627	pstB	Phosphate import ATP-binding protein PstB 1	SO:0001217, UniRef:UniRef50_P46342
contig_57	cds	252974	253891	-	OAKKFK_02628	pstA	Phosphate transport system permease protein PstA	SO:0001217, UniRef:UniRef50_B9E6T5
contig_57	cds	253893	254819	-	OAKKFK_02629		Phosphate transport system permease protein	SO:0001217, UniRef:UniRef50_A0A235FA99
contig_57	cds	255010	255993	-	OAKKFK_02630	pstS	Phosphate-binding protein PstS	SO:0001217, UniRef:UniRef50_Q49XJ1
contig_58	cds	434	2035	-	OAKKFK_02631		ABC transport system ATP-binding protein	SO:0001217, UniRef:UniRef50_R5Y8E8
contig_58	cds	2182	3084	+	OAKKFK_02632	cvfB	RNA-binding virulence regulatory protein CvfB	BlastRules:WP_001095445, BlastRules:WP_001162352, SO:0001217, UniRef:UniRef50_Q2FYP3
contig_59	cds	166	390	+	OAKKFK_02633		hypothetical protein	PFAM:PF00089.32
contig_60	cds	34	597	+	OAKKFK_02634		hypothetical protein	PFAM:PF00746.26
contig_60	cds	713	1474	+	OAKKFK_02635		S-formylglutathione hydrolase	SO:0001217, UniRef:UniRef50_Q2FUY3
contig_60	cds	1719	2174	+	OAKKFK_02636		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FUY4
contig_60	cds	2293	2397	+	OAKKFK_02637		Uncharacterized protein SA2420-1	SO:0001217, UniRef:UniRef50_P60876
contig_60	cds	2457	3881	-	OAKKFK_02638		Alkaline phosphatase 3	SO:0001217, UniRef:UniRef50_A0A0U1MVV2
contig_60	ncRNA	2995	3098	+	OAKKFK_02639	sau-13	Staphylococcus sRNA sau-13	RFAM:RF02385, SO:0000655
contig_60	cds	4079	4279	+	OAKKFK_02640		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2FUY8
contig_60	cds	4305	4970	+	OAKKFK_02641	nsaR	nisin susceptibility-associated two-component system response regulator NsaR	BlastRules:WP_000697886, SO:0001217, UniRef:UniRef50_A0A0M6WUX4
contig_60	cds	4981	5868	+	OAKKFK_02642	nsaS	nisin susceptibility-associated two-component system sensor histidine kinase NsaS	BlastRules:WP_000143419, SO:0001217, UniRef:UniRef50_A0A389PV50
contig_60	cds	5976	6731	+	OAKKFK_02643		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2S6D259
contig_60	cds	6728	8728	+	OAKKFK_02644		Similar to ABC transporter (ATP-binding protein)	SO:0001217, UniRef:UniRef50_A0A7U7F0H2
contig_60	cds	9891	10142	+	OAKKFK_02645		Transposase	SO:0001217, UniRef:UniRef50_A0A0E1XD68
contig_60	cds	10152	10649	+	OAKKFK_02646	bsaA	Glutathione peroxidase-like protein BsaA	SO:0001217, UniRef:UniRef50_Q5HKZ3
contig_60	cds	11043	12923	+	OAKKFK_02647		Sulfite reductase [NADPH] flavoprotein alpha-component	SO:0001217, UniRef:UniRef50_A0A380BWQ0
contig_60	cds	12986	13591	+	OAKKFK_02648		precorrin-2 dehydrogenase	SO:0001217, UniRef:UniRef50_A0A077UMD0
contig_60	cds	14084	15454	+	OAKKFK_02649		Citrate transporter	SO:0001217, UniRef:UniRef50_A0AAI8DDJ3
contig_60	cds	15644	17494	+	OAKKFK_02650		Anaerobic ribonucleoside-triphosphate reductase	SO:0001217, UniRef:UniRef50_A0A4Q1B293
contig_60	cds	17491	18027	+	OAKKFK_02651		Anaerobic ribonucleoside-triphosphate reductase-activating protein	SO:0001217, UniRef:UniRef50_Q5HL05
contig_60	cds	18546	20168	+	OAKKFK_02652		Choline transporter	SO:0001217, UniRef:UniRef50_B9DJU7
contig_60	cds	20339	20902	-	OAKKFK_02653	gbsR	HTH-type transcriptional repressor GbsR	SO:0001217, UniRef:UniRef50_P71015
contig_60	cds	21155	22645	+	OAKKFK_02654		Betaine aldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_P71016
contig_60	cds	22906	24615	+	OAKKFK_02655		Oxygen-dependent choline dehydrogenase	SO:0001217, UniRef:UniRef50_Q9X2M2
contig_60	cds	24893	25105	+	OAKKFK_02656	yozE	YozE SAM-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J3ZUB2
contig_60	cds	25385	25828	+	OAKKFK_02657		Signal transduction protein TRAP	SO:0001217, UniRef:UniRef50_A0A2T4SS92
contig_60	cds	26022	27620	+	OAKKFK_02658	ytcI	Uncharacterized acyl--CoA ligase YtcI	SO:0001217, UniRef:UniRef50_C0SPB0
contig_60	cds	28305	29801	+	OAKKFK_02659		Malate:quinone oxidoreductase	SO:0001217, UniRef:UniRef50_O69282
contig_60	cds	29995	30885	-	OAKKFK_02660		Fructose-bisphosphate aldolase class 1	SO:0001217, UniRef:UniRef50_Q8CMY5
contig_60	cds	31008	31424	-	OAKKFK_02661		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2FV18
contig_60	cds	31682	33019	+	OAKKFK_02662		Aspartate aminotransferase family protein	SO:0001217, UniRef:UniRef50_Q2G1Y4
contig_60	cds	33100	34548	-	OAKKFK_02663	bcaP	Branched-chain amino acid permease BcaP	SO:0001217, UniRef:UniRef50_A2RHI9
contig_60	cds	35234	36193	+	OAKKFK_02664		L-lactate dehydrogenase	SO:0001217, UniRef:UniRef50_Q49YJ3
contig_60	cds	36471	37175	+	OAKKFK_02665		Alpha-acetolactate decarboxylase	SO:0001217, UniRef:UniRef50_A0A641A785
contig_60	cds	37261	38121	-	OAKKFK_02666		2-dehydropantoate 2-reductase	SO:0001217, UniRef:UniRef50_A0A0J9X283
contig_60	cds	38194	39012	+	OAKKFK_02667		3-methyl-2-oxobutanoate hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_Q2FV21
contig_60	cds	39005	39856	+	OAKKFK_02668		Pantothenate synthetase	SO:0001217, UniRef:UniRef50_Q2FV22
contig_60	cds	39858	40241	+	OAKKFK_02669		Aspartate 1-decarboxylase	SO:0001217, UniRef:UniRef50_Q9PIK3
contig_60	cds	40584	41660	+	OAKKFK_02670		Serine protease	SO:0001217, UniRef:UniRef50_A0A389PV73
contig_60	cds	41676	42311	+	OAKKFK_02671		Cell wall anchored protein, putative	SO:0001217, UniRef:UniRef50_A0AAN2D6Q6
contig_60	cds	42409	44091	-	OAKKFK_02672		Acyl esterase	SO:0001217, UniRef:UniRef50_A0A380G5J2
contig_60	cds	44234	44821	+	OAKKFK_02673		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV26
contig_60	cds	44902	45351	-	OAKKFK_02674		PhnB-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV27
contig_60	cds	45705	46427	+	OAKKFK_02675	queH	Epoxyqueuosine reductase QueH	SO:0001217, UniRef:UniRef50_Q9A1K3
contig_60	cds	46463	46576	+	OAKKFK_02676		hypothetical protein	
contig_60	cds	46613	46888	-	OAKKFK_02677		hypothetical protein	
contig_60	cds	47043	48107	-	OAKKFK_02678		Dihydroorotate dehydrogenase (quinone)	SO:0001217, UniRef:UniRef50_Q2FV30
contig_60	cds	48325	49191	+	OAKKFK_02679		Fructosamine kinase family protein	SO:0001217, UniRef:UniRef50_B9DKL8
contig_60	cds	49535	49810	+	OAKKFK_02680		TIGR04197 family type VII secretion effector	SO:0001217, UniRef:UniRef50_Q2FV32
contig_60	cds	49855	50193	+	OAKKFK_02681		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6A9GUL6
contig_60	cds	50181	50477	+	OAKKFK_02682		DUF4176 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV34
contig_60	cds	50810	51916	+	OAKKFK_02683		Putative flavoprotein monooxygenase	SO:0001217, UniRef:UniRef50_Q99R54
contig_60	cds	51904	53250	+	OAKKFK_02684		Nucleoside transporter/FeoB GTPase Gate domain-containing protein	SO:0001217, UniRef:UniRef50_B9DL78
contig_60	cds	53347	54237	+	OAKKFK_02685		GTP-binding protein	SO:0001217, UniRef:UniRef50_L7STG1
contig_60	cds	54384	55214	-	OAKKFK_02686		Uncharacterized hydrolase SAUSA300_2518	SO:0001217, UniRef:UniRef50_Q2FDS6
contig_60	cds	55234	56244	-	OAKKFK_02687		Amidohydrolase-related domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV40
contig_60	cds	56342	57046	-	OAKKFK_02688		KR domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K4AHE4
contig_60	cds	57039	57596	-	OAKKFK_02689		HTH-type transcriptional regulator SAOUHSC_02897	SO:0001217, UniRef:UniRef50_Q2FV42
contig_60	cds	57727	58026	+	OAKKFK_02690		DUF2316 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV43
contig_60	cds	58046	58867	+	OAKKFK_02691		NAD dependent epimerase/dehydratase family protein	SO:0001217, UniRef:UniRef50_A0A380FXE5
contig_60	cds	58884	59261	+	OAKKFK_02692		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A654C7N0
contig_60	cds	59563	59793	-	OAKKFK_02693		UPF0291 protein BUZ60_01075	SO:0001217, UniRef:UniRef50_A0A291JHG6
contig_60	cds	60013	60333	-	OAKKFK_02694		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0H3K4R4
contig_60	cds	60711	61298	-	OAKKFK_02695		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV48
contig_60	cds	61690	62745	+	OAKKFK_02696		Phosphotransferase system EIIC domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV51
contig_60	cds	63353	64054	+	OAKKFK_02697	isaA	lytic transglycosylase IsaA	BlastRules:WP_000751267, SO:0001217, UniRef:UniRef50_Q2FV52
contig_60	cds	64336	64824	+	OAKKFK_02698		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FV53
contig_60	cds	65337	67148	+	OAKKFK_02699		Putative acyltransferase	SO:0001217, UniRef:UniRef50_A0A380GAD6
contig_60	cds	67509	68276	+	OAKKFK_02700	ssaA2	Staphylococcal secretory antigen ssaA2	SO:0001217, UniRef:UniRef50_Q2G2J2
contig_60	cds	68442	68939	+	OAKKFK_02701	crtO	glycosyl-4,4'-diaponeurosporenoate acyltransferase	BlastRules:WP_000855549, EC:2.3.1.-, SO:0001217, UniRef:UniRef50_Q53588
contig_60	cds	68932	70425	+	OAKKFK_02702		4,4'-diapolycopene oxygenase	SO:0001217, UniRef:UniRef50_Q4VKU9
contig_60	cds	70431	71558	+	OAKKFK_02703	crtQ	4,4'-diaponeurosporenoate glycosyltransferase	BlastRules:WP_000871731, EC:2.4.1.-, SO:0001217, UniRef:UniRef50_Q2FV58
contig_60	cds	71595	72458	+	OAKKFK_02704		4,4'-diapophytoene synthase	SO:0001217, UniRef:UniRef50_Q2FV59
